Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Label
1702,71.90062453864746,43.84975134924073,0.9464036551625553,16.375929980709785,56.04491670832646,50.0624142190762,0.15138528445889554,bad
3449,56.04913121925351,57.41151869282212,0.17444391537191817,47.250273201857375,88.74344345116904,54.365631977305206,0.7055432997022758,good
3777,24.127991444457436,41.41949176914407,0.9377986348547276,45.229334227113235,44.94435831171689,28.233628797012265,0.5773817982945184,good
2579,43.955736871786534,33.140332547190496,0.8440431939379165,20.18661465537042,75.99807149566396,76.25968763699552,0.6965071594692972,good
1161,10.23355219452819,52.70858540915214,0.21693693208213116,37.82586964242487,69.13881192005663,41.115786243906605,0.6311536962847696,good
1201,88.14709963320281,51.77665631075952,0.6084859219077282,30.795043750231617,72.75541199854,46.76895538743017,0.4804323125744555,bad
2981,17.606530691261373,89.72882944225543,0.8798931835741782,20.19421858996556,95.5723121130607,60.29961385987392,0.2807894621262055,bad
1995,63.75502740298875,56.78114107185853,0.6146282472464384,49.4834741597951,92.27891483481122,40.03414829159324,0.3751319222294397,good
3317,98.76312962801336,50.014172968332026,0.91647983940456,6.135680563171889,87.10501943438543,35.255549659335834,0.5720505167970789,good
4934,58.29315813885993,64.82850040300048,0.9486854351344383,16.3690713779579,56.42190746070226,57.862963596213234,0.6866812842828453,good
1815,93.16375831966899,35.326043646466104,0.4801460699658753,28.403332750001766,94.7091177211655,21.499044936910966,0.8015347151960757,good
4342,31.25048798056639,87.6999441572888,0.43958229526569126,28.487885156535373,45.850461547832516,63.24350672160073,0.7904536466041547,good
1455,78.3959868043827,68.09760273546199,0.9426890385722412,31.501988372550386,91.19975299352727,50.841402192590586,0.9754198689349768,good
4533,57.813917857618065,75.29026919645086,0.7076260550347012,38.82542774103137,59.689604341216466,56.345223831256064,0.35725730379706855,good
4798,74.84644552523184,40.228676290435054,0.20442041321335236,33.05650237336834,43.226338699719,57.91280955481311,0.1639996373920931,good
2275,15.61072262601173,54.568671180312236,0.13806257430041308,32.012665723761664,80.1614190544449,51.62300938955382,0.41109124198767333,good
2016,23.2965182715604,55.36134680377137,0.6081661458975368,7.408150831086948,53.876795698957324,54.95202664644416,0.768965027701669,good
4773,21.980523572873043,79.30838663406522,0.9371538688945821,21.943862950518422,54.614267551877916,61.02729205339247,0.49430048592996567,good
3343,71.8448954862998,30.074200785564567,0.8598238321652365,15.44250828655202,58.36282997372629,65.18713083078045,0.8360095875304775,good
4796,85.99966053702659,48.0511865011953,0.7082629718179028,16.941655022088895,43.821086050151,63.647143477167226,0.5943937286674135,good
3767,77.46546088077287,88.87418246065823,0.2252042640019788,29.94518634531552,50.62762865189524,72.1769874639357,0.9368125503674527,bad
4820,12.742493746023474,58.493192610373114,0.328808245373826,13.97773917183238,40.30837765513362,31.366605990044164,0.9530770977991619,bad
1337,88.0493482967251,52.9515768146405,0.8879601038973546,18.22770954576039,66.72457126634721,44.068878169507855,0.16237405541687386,bad
1878,41.87320037138129,37.18974012105878,0.26452651299121044,15.668811883280304,45.05532264507828,76.86776396086742,0.5107720957411819,bad
2076,45.74474492536743,88.44987771768093,0.35059546742539116,47.682632444818765,80.95915630265193,43.79543446317979,0.6487201551246112,good
1791,19.43822498792328,31.201581355549468,0.21664058607589776,47.509957947699284,54.137371071498904,27.49220461435536,0.3302852867309915,good
4993,76.36646854844372,74.23081350043458,0.70849740827297,32.44737013682233,96.61444864211063,51.526707581730776,0.46636910144108223,good
3264,26.405549062836226,76.1159882873105,0.9495840748268887,46.6035110929355,92.27509764391915,26.56945835326773,0.7099133870059284,bad
1763,60.75685828169527,44.619402963832,0.34207122843584736,40.361569046076795,57.3664536980925,32.17119432367191,0.3040608042085253,bad
3235,85.6638987290138,70.29350661678224,0.5278659470650664,31.547654726081394,86.99292727940073,79.8991253942574,0.6417832176770072,good
1379,18.028389584085055,35.575748662763395,0.6709057657400839,5.289584517355807,88.19469427988838,52.48175830376792,0.7277030453478754,good
1492,58.18020076139712,45.42283598592479,0.9995196233940676,39.76323287357318,99.19378684686463,37.04350334242574,0.18144667998628008,good
4112,30.98947703948211,77.27411929753589,0.1943272584978149,36.611975371481094,75.8703992107411,79.68649727443437,0.5477763844247076,good
2180,40.863417785043424,81.88117152201241,0.5487137195551383,32.68641439770863,44.91794407861973,77.99353511330858,0.3367720269317717,good
3062,52.65729472875005,66.50918475958747,0.44660810791225003,39.21909402571123,78.81023373558286,46.44434246505581,0.7519477203982401,good
4884,41.95938729513743,60.41030590922895,0.8792381487001196,28.081497414864458,77.49878490256211,35.6241865272745,0.2705999576832464,good
1064,68.39405562624184,39.558241237138816,0.5283709579104904,36.68374720946026,78.30103464522591,70.3039782855314,0.9030141239842957,good
4928,53.162389157882515,33.78654198474901,0.19987977212663327,47.0827439026922,58.42873888625269,62.93724301830714,0.4878472028664942,good
4910,62.57795362427523,37.05894170841351,0.6709817307579252,21.911225713073883,91.58077510481998,61.21648610021062,0.2782027272767982,good
3568,76.31402278554216,43.64143800576593,0.7937025564374918,36.865482570528144,97.5683309773247,73.58682447934835,0.49421961671529646,bad
2367,60.196803935539364,50.500470113815254,0.10259312649905314,26.405951810493143,53.06275077868909,61.365028032279476,0.46786938652767507,good
2152,62.78818911946832,52.85457153065923,0.8730610168785665,35.34798433162917,45.28912948819867,37.02787658249295,0.4860270635443392,bad
3027,60.80126882703772,50.77930611534021,0.2674207000050991,39.33020009994639,51.67210199010904,61.631789712543934,0.6270051641477022,bad
3695,44.08953633561604,44.343319931835936,0.5968624281880401,7.045362519610818,89.23312835534313,38.34881067701984,0.5690563524221838,good
2495,40.37021504847263,60.58345480510189,0.4742177506187052,34.09701997768978,80.59867808919086,65.55433877941971,0.2347994185128124,good
4134,90.9682657430511,79.5171664939738,0.7476884349494773,15.203353298312505,78.16284054034759,57.18487126949396,0.1590211653819727,good
2162,64.67997000642156,46.78221230828875,0.4340454533071677,35.1514642013405,64.10758810656547,24.644693119085034,0.7564739038538865,good
2522,31.991783991818906,86.54322114613399,0.8827868590135397,26.074858367021605,74.66967829068614,50.77012174610852,0.6037456923354821,bad
3640,54.842292806404615,82.40019970343087,0.7574467248629112,39.80987338391992,58.47244751646204,40.59805815174445,0.4231006912713374,good
1391,39.73136331528226,39.70585268112657,0.6829418539566293,10.55303668425184,68.63200476507768,39.714237963937656,0.8275220402482665,bad
2698,94.03226413838871,77.17655740542567,0.8166165360065689,33.184505824528785,87.58378170223935,56.13537814263543,0.44925262683486133,good
1418,10.678092682066726,64.47524293906599,0.7786207314355441,17.531182801739853,98.87449584732772,39.339489468165496,0.8163685806405467,good
3336,30.27995179412754,63.994521730285115,0.13234480742939803,43.384189789876615,95.9493354153881,66.61362489229236,0.37518051476113723,good
1378,42.882113770665185,53.46256578349046,0.45526091846034533,46.77725775363383,96.03195657077492,24.247486160670466,0.1655607677906798,good
2796,53.90288207278641,60.069179950920585,0.9377265675848409,49.837923215557495,64.13342409082674,59.62329514374952,0.9393757244199361,good
4561,86.57357660525317,53.83072664575266,0.21315184209300359,40.82033310922775,68.12739283040746,68.55168821940447,0.4550960163532358,bad
3278,17.90988620861295,62.38395712559657,0.7633868953888461,38.918033169260205,82.3381237821389,60.3699013952258,0.8134233155644401,good
4065,82.52783980670291,67.67700316635815,0.9771326302017967,14.697534149039797,95.33151568307706,49.833751701199745,0.351229719900074,good
3088,15.008814042127781,70.4582283845429,0.14697876614047448,20.120317654554896,48.51965556112508,77.01842082417087,0.6817286009112904,good
4099,85.80826317683635,61.94887155356557,0.7139744925639494,25.955714379302577,58.254511829631745,37.99630938788381,0.8859797859319555,good
3182,14.647193008706155,73.2853240397239,0.5213387271709273,39.802147150201236,48.354810675646576,21.150073251498668,0.1374796201059823,bad
1200,11.641823328552494,38.47668295653035,0.6212577298372499,46.17346392850859,76.72051179756733,45.91936228780645,0.8475721882174803,bad
2863,72.72653161297794,42.71894945413431,0.17680720283589235,13.511259501034308,58.37805981325225,21.980716154019635,0.6141997044747357,good
1779,99.75299812915549,79.1241002444562,0.13870625668024555,46.50653681015463,59.56647115075441,77.23620515158453,0.6467245785177123,bad
3977,90.69492366766187,49.351678670784906,0.7001799944958296,36.30310935593261,44.25495756927876,32.595082744883086,0.5708422007253844,good
4104,61.8398576025094,31.373629498567215,0.8409784868386461,32.48468288082674,60.98776370845552,67.33562143693277,0.8870275929552782,good
4119,92.56560517769785,39.227468980081866,0.8038138014396705,13.992857207687278,91.74979044409511,66.4743249904619,0.13909002151207372,good
1502,10.477000575784487,43.41686606977868,0.5894251550796137,7.498626476411775,53.984368713450095,33.06373398097601,0.3349255523822633,bad
3454,97.75604466506283,87.43937327367523,0.18988013902256035,30.580920432857297,81.71124797260394,57.27359182881004,0.8881862849732398,good
4645,54.1673901332906,64.38248573585096,0.7192399994524125,34.31820574980016,77.77770069631556,22.884738109187012,0.7771111322787604,good
2751,75.06064869595981,85.96384442857529,0.3176999951987314,14.48516522096097,91.80907650214692,49.014475142232044,0.11588064416074527,good
1804,83.87753258380172,64.5098010297975,0.9199618324906452,30.040529262145537,47.937276859062294,20.878827636349204,0.5653056548887379,good
3146,74.66115437528983,58.761266408271105,0.8544388235911344,43.54220312431581,98.65539762070259,75.2686328108505,0.5766154126414074,good
3731,58.15330588404195,48.823661471645764,0.7384446703786518,42.5779675454759,74.95771876242193,78.5651614519743,0.46079392161511934,good
2895,52.89575357137708,66.38225666600253,0.9539613602480174,46.73098312638337,99.72844914080886,33.336965998315115,0.36765399885579075,good
3773,85.47243028323624,38.35188147705179,0.12827963936014564,21.46486143005962,94.69088355195105,32.48636207578237,0.7135523653711079,good
2570,28.45698041345132,83.89569763756236,0.7625803825546857,19.31223076479134,53.29103632678635,65.22321059372777,0.28701141823427845,good
1960,97.11946598538108,79.75994430847703,0.3972185014027648,38.72417026913639,43.36972059419879,35.20276392976007,0.8190537058645354,good
4810,73.98572309530735,49.05188687260422,0.9154592971177288,24.400058229365225,55.338345627721694,73.7045935497107,0.8227334446907246,good
3660,27.955623460448777,87.16785165607766,0.34000767699577983,8.939689881250128,71.65381893996519,54.43574816737893,0.47373529381553847,good
2485,76.26224653286394,79.5120460449341,0.7523708493835154,17.726050880172487,50.2957820239114,41.046657380618726,0.35519320981868285,bad
3690,57.6856020863005,69.97841315010238,0.8898823176857033,23.83620284891701,50.047584671079306,69.9616247809652,0.35549036343164186,good
4840,73.650708608,37.30571466751649,0.1374911365444142,18.16323914643134,67.75561282630919,49.60440202480371,0.5340621915965891,good
2028,79.1001551298555,58.694041382884336,0.45788282163283256,19.949250692629473,41.996078270161505,74.69797482250854,0.7476213022744229,good
4289,17.85611616307079,60.366453290805055,0.7860781288197448,18.219915777847582,47.313284951936225,75.68085420376286,0.42298182189447286,bad
1502,55.54935607234123,43.95308150192281,0.5094270005568284,6.867462523238575,64.95168036447686,29.92520912770456,0.6490390109119764,bad
3814,93.88129080312407,34.797923661558116,0.3405273668142358,33.66926153709991,43.78779455247799,20.139404367915816,0.4442360145243349,good
1397,38.85779729435629,76.60341782830156,0.297824813940871,31.87815891590612,63.80530338733176,79.03585640854413,0.37407087023624497,good
1870,63.449478780210896,37.322103127463706,0.2183664402247401,34.402257431540626,68.4403759569067,74.36825216764876,0.12237356432421476,good
3842,43.23074333589065,65.65744503370648,0.871416603870654,13.653945321513236,67.07599684438686,23.326714142230486,0.10352269516185159,good
1392,50.88411749971897,86.18695043301963,0.6178198629264003,18.304454372561835,92.15049144418523,69.9820558364642,0.304486910048804,good
1206,59.374280614433786,82.56631155588255,0.1687464504923104,32.8827167125215,71.80374730310395,47.4682959535524,0.4657656581208959,good
2038,59.40297819000796,46.665157424955666,0.4443222912135719,31.983240580696464,68.0788277486826,35.537696301498514,0.8661350506258543,good
2881,28.155741609721225,81.08691825307592,0.4309602857245989,27.78486392094205,64.64255472349997,72.72479142061579,0.8186358186373829,good
4625,71.611439309185,30.019950367229363,0.26356527163851673,20.768596250458884,89.05740269826917,31.800033943418434,0.3404487363291909,good
3939,17.908130011839113,31.061268576795435,0.49195686292497165,46.08189521486105,93.70339623998998,76.837999965204,0.3200863986858694,good
2484,22.494229609781833,66.1531898305719,0.39888942885382284,20.28966090344797,91.19454815182705,32.337289261960464,0.3045898639630247,good
4762,10.243980947289671,51.887893148671765,0.4076233349429643,25.502862039676323,80.41279468788345,56.820991263724615,0.40531360647598036,good
4646,20.50264577275132,53.18765046954883,0.7651239020091628,35.51512239293939,48.241704758120456,33.38518007173849,0.5483788476055168,good
1863,52.5849580946703,63.86646544073295,0.3009370469546767,29.435964389004386,56.61219816952074,52.74011989811809,0.494800994828418,good
3790,64.54916929502548,41.50694733551163,0.6776739629698199,20.609868936397348,42.76378382091865,61.038507794908476,0.2964458789033444,good
4312,81.48605049698162,42.705321039928705,0.6135846614928414,24.60401557054294,95.84944449940684,31.413675849208254,0.21740626894925624,good
1563,19.602932510209246,59.07609522113188,0.6112832611040806,40.75163680340778,79.64791178145462,51.25314696204075,0.11132003123757585,good
2020,86.56547140148092,75.25521266063178,0.6967066115275983,17.51581199689756,84.7817730587945,48.14358466340714,0.23856691479985348,good
1095,77.13770729938463,67.16986508445527,0.5935438325760886,11.401485789956695,58.694304374933736,24.262245284200475,0.7348207331747064,good
2923,46.76664636423252,47.84130289421033,0.8913296033617462,19.09234408233997,90.73921133664055,69.09846906051817,0.3192747124110247,good
2757,93.96442603899592,55.82023065053527,0.7080220827552338,43.22903969695556,55.57619702250871,40.1409440385705,0.5217416291093588,good
3532,99.18365288116516,40.239885512999905,0.5922669262342494,9.004537168535599,40.09862542674698,54.47493185311277,0.6321710340309202,good
4478,28.450162904791352,34.477788860224905,0.8467868082588804,49.62632330176033,62.58489775124164,50.88705409598806,0.8981568125484464,good
3278,44.13057264674204,76.96176244464895,0.6455319084401318,29.34513045174481,74.24568885754441,50.79563027422654,0.8999695885540775,good
3796,93.380448123074,45.923244551291674,0.3620298230066611,49.318058478519234,68.72229147793135,26.433343652509247,0.7711603603132231,good
2678,74.94368956761494,40.66598327107489,0.2863854263589141,47.25483899386899,91.72456855459582,45.40892055495996,0.13164129284365128,good
4242,14.328517956767893,71.49708333415916,0.23709500709641093,25.376617139491255,46.32431715737002,47.14200555239421,0.6175633771768734,bad
1540,80.33630335762734,67.08310045723115,0.9095096912914914,13.93209835724071,73.22940643802353,64.01857042186691,0.8079251237483558,good
2059,84.51467984597427,67.99137756080785,0.7391218886182592,12.41981494543123,70.77876098925444,70.40112991524191,0.1155592402870269,good
3572,77.54517322887821,43.733676290796815,0.9436405943478887,15.799521374148087,56.88357893032978,52.698936686001076,0.5947161522909205,good
2183,81.9583417827564,43.95873231376086,0.6429626251434487,36.95596882540418,89.33368675462063,25.20697724389943,0.8719877312074265,good
4910,84.26194090235175,43.24815778713835,0.5260607933454213,17.282749762916954,85.17091935293237,34.21096823579278,0.5266918682580403,bad
2722,26.77644881093297,40.42515573973767,0.1537448400738004,20.364137132193424,83.97155123990986,29.896041611163863,0.10369558260770362,good
4314,31.21225714584998,69.34342035369937,0.7044780533914268,25.195046179757664,92.57154869617337,27.476903791347485,0.10991202250204672,bad
4157,67.03827073481595,80.88095311496409,0.623987883791408,46.095470618965535,83.36707603729127,41.95395791706845,0.4749724336723755,good
